prmca_pco_ofici	prmca_pco_moned	prmca_pco_produc	prmca_pnu_contr	prmoc_pco_ofici	prmoc_pco_moned	prmoc_pco_produ	prmoc_pnu_oper	prmoc_psa_actual
341	1	0	2400931	259	1	2	5933544	30828794.900000	
905	1	0	2400935	905	1	2	5789443	248397.200000	
905	1	0	2400935	905	1	2	5837415	1427749.960000	
905	1	0	2400935	905	1	2	5910287	859510.380000	
905	1	0	2400935	905	1	2	5912236	333149.970000	
215	1	0	2400938	131	1	2	5913718	30077032.700000	
660	1	0	2400948	259	1	2	5927607	11418343.600000	
485	1	3	2400987	931	1	3	5827528	18229166.980000	
485	1	3	2400987	931	1	3	5825290	4114583.340000	
485	1	3	2400987	931	1	3	5830202	24131944.750000	
485	1	3	2400987	931	1	3	5821967	1354166.360000	
485	1	3	2400987	931	1	3	5836680	9672618.760000	
485	1	3	2400987	931	1	3	5826756	16183036.030000	
346	2	0	2401017	346	2	2	5855487	107535413.273600	
334	1	0	2401030	334	1	2	5907601	5784060.470000	
290	1	0	2401049	252	1	2	5940569	8752317.550000	
290	1	0	2401049	252	1	2	5926044	13814900.500000	
280	2	0	2401053	280	2	2	5788226	446563.039200	
280	2	0	2401053	280	2	2	5926936	10203068.337200	
280	2	0	2401053	259	2	2	5938066	16808477.310800	
297	1	0	2401083	297	1	2	5812591	25643668.630000	
215	1	0	2401106	215	1	2	5802337	2960020.150000	
290	1	0	2401119	290	1	2	5928356	3587173.450000	
290	1	0	2401119	290	1	2	5854130	3203509.360000	
297	1	0	2401125	297	1	2	5816336	8794364.220000	
303	1	0	2401126	259	1	2	5924829	7400589.550000	
303	1	0	2401126	259	1	2	5924831	37595590.400000	
303	1	0	2401132	303	1	2	5918204	9766061.350000	
215	1	0	2401133	215	1	2	5781880	9513100.540000	
250	1	0	2401153	250	1	2	5912686	3004691.950000	
265	1	0	2401171	265	1	2	5862422	2260064.680000	
215	1	0	2401177	215	1	2	5791800	3720601.430000	
215	1	0	2401177	215	1	2	5837243	1918834.470000	
215	1	0	2401177	215	1	2	5827305	1122221.440000	
215	1	0	2401177	215	1	2	5851944	5199730.840000	
250	1	0	2401192	250	1	2	5929922	29486255.100000	
334	1	0	2401216	334	1	2	5832078	36316.130000	
255	1	0	2401238	259	1	2	5933961	20028566.000000	
210	1	0	2401249	210	1	2	5902269	1988808.830000	
210	1	0	2401249	210	1	2	5947025	7993663.070000	
931	1	3	2401255	558	1	3	5946949	10000000.000000	
931	1	3	2401255	558	1	3	5947389	10000000.000000	
931	1	3	2401255	558	1	3	5945146	8333333.340000	
931	1	3	2401255	254	1	3	5945420	7795698.940000	
931	1	3	2401255	254	1	3	5944309	7138888.910000	
931	1	3	2401255	254	1	3	5944310	6944444.460000	
931	1	3	2401255	558	1	3	5945715	8172043.020000	
297	1	0	2401280	297	1	2	5809470	2310344.290000	
290	1	0	2401281	290	1	2	5847032	796627.900000	
285	1	0	2401288	285	1	2	5943748	17087756.300000	
285	1	0	2401288	285	1	2	5821493	759939.900000	
285	1	0	2401288	253	1	2	5939725	18262848.450000	
285	1	0	2401288	285	1	2	5947003	9000000.000000	
285	1	0	2401288	521	1	2	5905545	4092559.050000	
285	1	0	2401288	285	1	2	5918126	20739229.750000	
285	1	0	2401288	521	1	2	5929217	22361770.100000	
953	2	0	2401293	953	2	2	5937376	45702134.391400	
953	1	0	2401294	953	1	2	5918590	4381028.550000	
953	1	0	2401294	953	1	2	5939901	9682751.950000	
250	1	0	2401295	250	1	2	5920913	1082268.450000	
250	1	0	2401295	250	1	2	5916655	911640.550000	
250	1	0	2401295	597	1	2	5944495	9300636.000000	
250	1	0	2401295	250	1	2	5919579	1030166.350000	
297	1	0	2401296	297	1	2	5786116	474107.150000	
297	1	0	2401300	297	1	2	5800705	2637421.940000	
290	1	0	2401303	290	1	2	5802832	601470.110000	
290	1	0	2401306	290	1	2	5947140	4500000.000000	
290	1	0	2401308	290	1	2	5803212	2344454.650000	
297	1	0	2401323	297	1	2	5904972	79796929.850000	
265	1	0	2401331	265	1	2	5793344	397715.430000	
290	1	0	2401335	290	1	2	5923553	6557101.700000	
290	1	0	2401335	290	1	2	5787008	11813423.400000	
250	1	0	2401336	250	1	2	5843202	476902.420000	
255	1	0	2401337	255	1	2	5915474	1319112.530000	
255	1	0	2401337	255	1	2	5911007	1098640.200000	
255	1	0	2401337	255	1	2	5922430	5881155.250000	
215	1	0	2401345	259	1	2	5945411	2000000.000000	
215	1	0	2401345	259	1	2	5933013	11910314.000000	
215	1	0	2401345	259	1	2	5933214	10288157.800000	
297	1	0	2401349	297	1	2	5848675	568989.540000	
250	1	0	2401361	250	1	2	5787586	1549172.460000	
290	1	0	2401365	290	1	2	5906146	13456519.100000	
290	1	0	2401365	290	1	2	5804102	2176443.100000	
255	1	0	2401369	255	1	2	5912992	27521564.050000	
255	1	0	2401369	259	1	2	5944990	10337731.950000	
255	1	0	2401369	259	1	2	5945085	17410684.050000	
255	1	0	2401369	255	1	2	5918824	4466621.570000	
215	1	0	2401370	215	1	2	5788042	4073068.800000	
215	1	0	2401370	215	1	2	5801860	2270575.550000	
215	1	0	2401370	597	1	2	5900399	15893467.800000	
215	1	0	2401370	215	1	2	5794063	1650897.560000	
346	1	0	2401381	346	1	2	5925883	6579978.400000	
285	1	0	2401417	285	1	2	5789102	426684.340000	
265	1	0	2401418	265	1	2	5789267	8392711.120000	
334	1	0	2401421	334	1	2	5837810	1378509.250000	
290	1	0	2401427	290	1	2	5789354	7874600.430000	
290	1	0	2401429	290	1	2	5789449	41960254.380000	
290	1	0	2401432	252	1	2	5931446	57574253.700000	
290	1	0	2401432	290	1	2	5815343	5723076.950000	
297	1	0	2401433	259	1	2	5942796	47429250.250000	
297	1	0	2401433	259	1	2	5946637	49369288.600000	
290	1	0	2401469	290	1	2	5951513	20000000.000000	
290	1	0	2401469	290	1	2	5790215	4185218.430000	
290	1	0	2401469	290	1	2	5790320	4809455.930000	
290	1	0	2401475	290	1	2	5790372	500000.000000	
290	1	0	2401475	290	1	2	5806532	200000.000000	
290	1	0	2401475	290	1	2	5791672	400000.000000	
250	1	0	2401477	597	1	2	5930000	7490088.500000	
250	1	0	2401477	597	1	2	5937176	4686495.100000	
250	1	0	2401477	597	1	2	5932482	5935552.550000	
290	1	0	2401485	292	1	2	5861703	4761739.980000	
255	1	0	2401488	255	1	2	5791190	6652679.040000	
334	1	0	2401492	334	1	2	5791365	40035751.550000	
280	2	0	2401511	280	2	2	5791641	9036398.301400	
280	2	0	2401511	280	2	2	5793923	2844649.561600	
290	1	0	2401514	592	1	2	5900366	12229532.110000	
290	1	0	2401514	252	1	2	5944666	4416850.200000	
290	1	0	2401514	290	1	2	5915450	7618753.750000	
230	1	0	2401522	230	1	2	5904144	26841026.360000	
230	1	0	2401522	230	1	2	5902534	19668453.330000	
265	1	0	2401530	265	1	2	5914414	10733913.580000	
265	1	0	2401530	265	1	2	5914507	1064282.390000	
290	1	0	2401531	290	1	2	5908201	1090764.900000	
290	1	0	2401531	252	1	2	5943357	15000000.000000	
290	1	0	2401531	252	1	2	5942560	15000000.000000	
215	1	0	2401535	215	1	2	5792766	9630260.450000	
660	1	0	2401548	660	1	2	5941340	2804722.850000	
660	1	0	2401548	660	1	2	5941341	6650763.100000	
660	1	0	2401548	660	1	2	5922200	13383480.550000	
660	1	0	2401548	660	1	2	5922208	13382594.550000	
660	1	0	2401548	660	1	2	5793289	1801807.290000	
660	1	0	2401548	660	1	2	5936576	7586103.900000	
346	1	0	2401554	346	1	2	5793434	3064358.880000	
346	1	0	2401554	346	1	2	5862105	2388469.190000	
341	1	0	2401558	341	1	2	5850628	8431668.250000	
346	1	0	2401560	346	1	2	5794656	1376400.980000	
346	1	0	2401560	346	1	2	5795445	954652.450000	
346	1	0	2401560	346	1	2	5793496	9169175.500000	
346	1	0	2401560	346	1	2	5815841	1362945.680000	
346	1	0	2401560	131	1	2	5902718	30550875.100000	
953	1	0	2401564	953	1	2	5844128	7292857.180000	
953	1	0	2401564	953	1	2	5946506	40389371.700000	
953	1	0	2401564	953	1	2	5920266	62883073.520000	
953	1	0	2401564	953	1	2	5909461	36988857.830000	
953	1	0	2401564	953	1	2	5913569	41218762.150000	
953	1	0	2401564	953	1	2	5930143	55298423.650000	
953	1	0	2401564	953	1	2	5844000	7499902.390000	
953	1	0	2401564	953	1	2	5924232	59216269.100000	
953	1	0	2401564	953	1	2	5946010	41767742.060000	
250	1	0	2401582	597	1	2	5945822	28885437.650000	
250	1	0	2401582	250	1	2	5916996	17365091.550000	
250	1	0	2401582	250	1	2	5918862	17582909.000000	
210	1	0	2401588	210	1	2	5909487	3281633.370000	
297	1	0	2401598	297	1	2	5833949	8175112.670000	
280	1	0	2401601	280	1	2	5794464	3535693.880000	
230	1	0	2401607	230	1	2	5794630	6139646.610000	
230	1	0	2401607	230	1	2	5814637	6596154.620000	
230	1	0	2401607	230	1	2	5810742	6017626.860000	
230	1	0	2401607	230	1	2	5808534	5791616.790000	
255	1	0	2401609	255	1	2	5919024	41505375.740000	
255	1	0	2401609	255	1	2	5921598	8874463.750000	
541	1	0	2401619	541	1	2	5794783	33605636.550000	
290	1	0	2401623	252	1	2	5938661	17947007.350000	
290	1	0	2401623	290	1	2	5845806	8065089.950000	
290	1	0	2401623	131	1	2	5903572	12960261.200000	
290	1	0	2401623	290	1	2	5806902	4178533.600000	
290	1	0	2401623	290	1	2	5817824	7196899.200000	
290	1	0	2401623	290	1	2	5860023	5325214.850000	
290	1	0	2401623	290	1	2	5919667	43656677.450000	
290	1	0	2401623	252	1	2	5931421	16519607.920000	
215	1	0	2401624	215	1	2	5794975	6565227.100000	
210	1	0	2401626	309	1	2	5827162	1887882.990000	
297	1	0	2401627	297	1	2	5921914	9724483.200000	
297	1	0	2401627	297	1	2	5800624	808704.740000	
297	1	0	2401627	297	1	2	5798223	1466550.130000	
297	1	0	2401627	297	1	2	5836716	1316314.390000	
265	1	0	2401628	265	1	2	5795806	832033.560000	
265	1	0	2401628	265	1	2	5794908	691422.900000	
600	2	0	2401631	600	2	2	5794983	76547690.957000	
290	1	0	2401632	290	1	2	5940858	38911324.750000	
290	1	0	2401635	290	1	2	5795034	741136.200000	
290	1	0	2401635	290	1	2	5822261	995145.930000	
290	1	0	2401635	290	1	2	5842893	2306601.050000	
303	1	0	2401650	303	1	2	5795380	16339896.470000	
290	1	0	2401654	541	1	2	5804116	45007469.550000	
290	1	0	2401654	290	1	2	5795485	9246741.550000	
953	2	0	2401655	953	2	2	5795511	17791155.367200	
953	2	0	2401655	953	2	2	5836781	1355237.586400	
255	1	0	2401657	255	1	2	5907855	7289579.850000	
255	1	0	2401657	255	1	2	5795564	1400000.000000	
255	1	0	2401657	255	1	2	5796467	1100000.000000	
343	1	0	2401668	259	1	2	5929569	15795674.350000	
377	2	3	2401670	405	2	3	5933361	3171654620.000000	
377	2	3	2401670	405	2	3	5933364	3754192620.000000	
322	1	0	2401674	322	1	2	5911800	499419.610000	
322	1	0	2401674	322	1	2	5797276	2456950.990000	
322	1	0	2401674	322	1	2	5825670	1933672.900000	
322	1	0	2401674	322	1	2	5858420	2027077.590000	
946	1	0	2401697	905	1	2	5811438	2980661.150000	
946	1	0	2401697	946	1	2	5839815	9537860.580000	
297	1	0	2401710	297	1	2	5909197	380970.250000	
297	1	0	2401710	259	1	2	5941829	9338734.250000	
295	1	0	2401713	297	1	2	5913341	13809883.910000	
290	1	0	2401714	290	1	2	5914443	12744169.800000	
255	1	0	2401716	255	1	2	5929728	3243776.750000	
255	1	0	2401716	255	1	2	5805943	1125228.750000	
660	1	0	2401718	660	1	2	5799854	5438769.300000	
322	1	0	2401734	322	1	2	5906402	2987551.500000	
322	1	0	2401734	322	1	2	5911788	588175.100000	
322	1	0	2401734	322	1	2	5860787	3089846.640000	
322	1	0	2401734	322	1	2	5905318	3933169.250000	
322	1	0	2401734	322	1	2	5837149	2519256.150000	
322	1	0	2401734	322	1	2	5933752	11432856.530000	
280	2	0	2401761	280	2	2	5934133	143544915.010800	
345	1	0	2401762	345	1	2	5801014	999903.160000	
953	2	0	2401765	953	2	2	5801115	6753161.793600	
953	2	0	2401765	953	2	2	5804955	7152184.436200	
250	1	0	2401773	250	1	2	5848878	3419359.280000	
290	1	0	2401791	290	1	2	5808586	2641753.580000	
290	1	0	2401791	290	1	2	5801532	430903.940000	
250	1	0	2401795	250	1	2	5922351	9893000.000000	
230	1	0	2401796	405	1	2	5947108	120000000.000000	
660	1	0	2401799	660	1	2	5916354	3687098.940000	
660	1	0	2401799	660	1	2	5849263	3108632.570000	
660	1	0	2401799	660	1	2	5938985	19531793.100000	
660	1	0	2401799	660	1	2	5802103	105186054.820000	
346	1	0	2401803	346	1	2	5813035	1957390.890000	
346	1	0	2401803	343	1	2	5940595	1897629.500000	
290	1	0	2401804	290	1	2	5802024	5105654.130000	
660	1	0	2401811	660	1	2	5802373	2711324.460000	
660	1	0	2401811	660	1	2	5907574	6773807.410000	
660	1	0	2401811	660	1	2	5934448	13361926.030000	
660	1	0	2401811	660	1	2	5938098	15844449.440000	
346	1	0	2401817	346	1	2	5802797	16190347.190000	
346	1	0	2401817	346	1	2	5938375	11384026.200000	
341	1	0	2401818	341	1	2	5918892	7940228.550000	
341	1	0	2401818	259	1	2	5941497	23380709.050000	
341	1	0	2401818	341	1	2	5844208	3248253.240000	
341	1	0	2401818	341	1	2	5947443	10000000.000000	
341	1	0	2401818	341	1	2	5802701	24002789.140000	
341	1	0	2401818	341	1	2	5802722	10147946.510000	
341	1	0	2401818	259	1	2	5944279	14422988.200000	
341	1	0	2401818	341	1	2	5833365	2520692.360000	
341	1	0	2401818	341	1	2	5907966	10908218.350000	
341	1	0	2401818	259	1	2	5931032	4868668.600000	
341	1	0	2401818	341	1	2	5933741	10237898.600000	
660	1	0	2401826	660	1	2	5905099	2576089.780000	
660	1	0	2401826	660	1	2	5945407	4386769.500000	
660	1	0	2401826	660	1	2	5803547	2780867.770000	
660	1	0	2401826	660	1	2	5925447	8529623.600000	
250	1	0	2401832	250	1	2	5803065	5113195.730000	
660	1	0	2401833	660	1	2	5924402	2046297.350000	
660	1	0	2401833	660	1	2	5935957	11104963.350000	
660	1	0	2401833	660	1	2	5930391	3983192.900000	
215	1	0	2401838	597	1	2	5930992	13771103.800000	
215	1	0	2401838	597	1	2	5920058	15696261.150000	
215	1	0	2401838	215	1	2	5803404	12143541.280000	
660	1	0	2401853	660	1	2	5803979	2870646.210000	
660	1	0	2401853	660	1	2	5819427	77466.150000	
215	1	0	2401854	215	1	2	5804035	5465714.140000	
660	1	0	2401859	660	1	2	5901529	18603013.100000	
660	1	0	2401859	660	1	2	5931808	5757456.750000	
660	1	0	2401859	660	1	2	5911756	4226008.650000	
660	1	0	2401859	660	1	2	5925745	16807314.100000	
322	1	0	2401863	322	1	2	5804193	1579188.350000	
230	1	0	2401864	230	1	2	5804268	8685162.990000	
230	1	0	2401864	230	1	2	5815779	10830544.850000	
290	1	0	2401866	290	1	2	5804613	75637157.970000	
290	1	0	2401866	290	1	2	5838333	3626222.290000	
290	1	0	2401872	290	1	2	5804761	10543764.550000	
225	1	0	2401878	225	1	2	5849440	12453414.630000	
225	1	0	2401878	225	1	2	5903132	10558018.700000	
225	1	0	2401878	225	1	2	5817162	209586.890000	
215	1	0	2401879	597	1	2	5873232	1732.220000	
215	1	0	2401879	215	1	2	5918279	6081326.720000	
215	1	0	2401882	215	1	2	5805528	1061673.600000	
660	1	0	2401886	660	1	2	5922616	16331195.330000	
660	1	0	2401886	660	1	2	5942450	5735625.300000	
660	1	0	2401886	660	1	2	5805988	19521274.840000	
660	1	0	2401886	660	1	2	5935437	12595500.650000	
215	1	0	2401889	215	1	2	5806413	44066198.300000	
280	1	0	2401893	280	1	2	5805748	7171782.300000	
660	1	0	2401895	660	1	2	5919331	13256317.420000	
660	1	0	2401895	660	1	2	5942502	71648800.000000	
660	1	0	2401895	660	1	2	5901170	7163859.550000	
660	1	0	2401895	660	1	2	5902833	7554781.760000	
660	1	0	2401895	660	1	2	5924650	14794605.880000	
660	1	0	2401895	660	1	2	5931981	50000000.000000	
660	1	0	2401895	660	1	2	5945955	14771221.660000	
290	1	0	2401908	290	1	2	5912901	5433574.050000	
265	1	0	2401910	265	1	2	5806360	95427154.850000	
343	1	0	2401917	343	1	2	5806726	5609051.710000	
290	1	0	2401918	290	1	2	5806604	5602052.220000	
290	1	0	2401918	292	1	2	5864287	6833479.250000	
290	1	0	2401918	290	1	2	5841723	1418581.390000	
290	1	0	2401918	292	1	2	5847078	2947791.120000	
905	1	3	2401926	905	1	3	5814009	139999999.670000	
905	1	3	2401926	905	1	3	5814425	139999996.700000	
905	1	3	2401926	905	1	3	5821285	47916635.000000	
905	1	3	2401926	905	1	3	5806862	60000000.000000	
905	1	3	2401926	905	1	3	5813329	100000000.000000	
290	1	0	2401932	252	1	2	5939379	27333384.200000	
250	1	0	2401934	131	1	2	5917091	3000000.000000	
250	1	0	2401934	259	1	2	5943385	1709962.400000	
265	1	0	2401935	265	1	2	5937947	15444997.690000	
290	1	0	2401938	290	1	2	5913437	4225097.940000	
290	1	0	2401938	290	1	2	5807258	46557659.130000	
215	1	0	2401939	215	1	2	5807389	17663782.750000	
215	1	0	2401939	215	1	2	5837249	2265277.040000	
953	1	0	2401942	953	1	2	5807229	3689077.630000	
255	1	0	2401943	255	1	2	5916150	47820001.880000	
255	1	0	2401943	259	1	2	5927521	78423952.400000	
255	1	0	2401943	259	1	2	5944340	31832380.500000	
255	1	0	2401943	259	1	2	5936645	60355348.660000	
255	1	0	2401943	131	1	2	5902858	17923516.110000	
322	1	0	2401945	322	1	2	5807233	2226406.190000	
295	1	0	2401953	295	1	2	5807325	479794.060000	
255	1	0	2401957	255	1	2	5807474	19218801.070000	
255	1	0	2401958	259	1	2	5940920	23719314.400000	
255	1	0	2401958	255	1	2	5830880	3864727.800000	
255	1	0	2401958	255	1	2	5907858	768984.250000	
660	1	0	2401963	660	1	2	5807664	6221234.730000	
660	1	0	2401963	660	1	2	5937694	16843189.300000	
660	1	0	2401966	660	1	2	5807704	1851527.630000	
660	1	0	2401966	660	1	2	5814544	265818.470000	
297	1	0	2401967	259	1	2	5928035	8611439.900000	
297	1	0	2401967	297	1	2	5846510	3046624.340000	
215	1	0	2401968	215	1	2	5807821	9227052.450000	
215	1	0	2401968	215	1	2	5907613	12146598.950000	
295	1	0	2401973	295	1	2	5904697	22516262.350000	
295	1	0	2401973	295	1	2	5845797	10772956.100000	
660	1	0	2401977	660	1	2	5807934	21076905.810000	
297	1	0	2401978	297	1	2	5808117	8016272.170000	
297	1	0	2401978	297	1	2	5812252	13941013.030000	
255	1	0	2401984	255	1	2	5915203	1263267.800000	
255	1	0	2401984	259	1	2	5941103	11088236.250000	
479	1	0	2401988	479	1	2	5911345	758369.280000	
479	1	0	2401988	479	1	2	5813412	2243445.380000	
346	1	0	2401990	346	1	2	5937298	17670724.050000	
346	1	0	2401993	215	1	2	5922896	3433592.300000	
295	1	0	2401995	259	1	2	5944110	3176414.300000	
295	1	0	2401995	295	1	2	5908470	7444706.450000	
346	1	0	2402006	346	1	2	5808913	33311089.600000	
215	1	0	2402009	259	1	2	5930207	9779301.050000	
215	1	0	2402009	215	1	2	5920720	10360035.010000	
215	1	0	2402009	259	1	2	5947333	26000000.000000	
215	1	0	2402009	131	1	2	5903390	9686521.550000	
215	1	0	2402009	215	1	2	5808836	16585807.800000	
215	1	0	2402009	215	1	2	5908279	3266370.740000	
322	1	0	2402017	322	1	2	5849064	1499469.140000	
255	1	0	2402032	259	1	2	5937955	32058817.650000	
255	1	0	2402032	259	1	2	5945522	28354385.900000	
255	1	0	2402032	255	1	2	5915834	6246351.300000	
255	1	0	2402032	259	1	2	5924262	51140581.800000	
255	1	0	2402032	259	1	2	5935488	13370846.750000	
255	1	0	2402032	255	1	2	5913355	5672877.500000	
215	1	0	2402034	215	1	2	5809361	1817845.650000	
321	1	0	2402040	596	1	2	5947191	7300000.000000	
321	1	0	2402040	596	1	2	5925821	9639399.200000	
321	1	0	2402040	321	1	2	5809431	2353471.290000	
215	1	0	2402050	215	1	2	5809819	4729029.610000	
215	1	0	2402053	215	1	2	5810046	2169048.880000	
285	1	0	2402058	285	1	2	5809964	3713897.950000	
255	1	0	2402069	255	1	2	5810151	9927059.090000	
255	1	0	2402069	255	1	2	5863172	16862338.060000	
255	1	0	2402069	255	1	2	5921505	4588982.850000	
255	1	0	2402069	259	1	2	5934896	24814205.800000	
255	1	0	2402071	255	1	2	5908007	196119.000000	
255	1	0	2402071	255	1	2	5810161	2808125.320000	
334	1	0	2402073	334	1	2	5810355	4824753.920000	
290	1	0	2402074	290	1	2	5922915	7801240.260000	
346	1	0	2402076	346	1	2	5810220	6781613.460000	
346	1	0	2402076	346	1	2	5936636	5576841.250000	
660	1	0	2402088	660	1	2	5920561	5669262.600000	
660	1	0	2402088	660	1	2	5810467	3626174.790000	
290	1	0	2402096	290	1	2	5915419	20680513.300000	
290	1	0	2402096	290	1	2	5918394	40987023.500000	
290	1	0	2402096	252	1	2	5944667	6795157.250000	
290	1	0	2402096	252	1	2	5928416	4068602.900000	
346	1	0	2402098	346	1	2	5810947	2337497.640000	
334	1	0	2402101	334	1	2	5840429	124721.650000	
334	1	0	2402101	334	1	2	5810740	4655416.020000	
250	1	0	2402105	250	1	2	5923001	10713959.500000	
250	1	0	2402105	250	1	2	5918171	3422562.850000	
265	1	0	2402108	265	1	2	5810870	13148732.730000	
290	1	0	2402109	290	1	2	5810917	8974865.370000	
290	1	0	2402109	290	1	2	5842178	1602709.470000	
334	1	0	2402112	334	1	2	5811634	1539296.880000	
321	1	0	2402118	321	1	2	5811614	3080056.570000	
290	1	0	2402124	290	1	2	5938397	3371549.300000	
377	2	3	2402157	405	2	3	5943645	3175361680.000000	
377	2	3	2402157	405	2	3	5943646	3175361680.000000	
377	2	3	2402157	405	2	3	5943647	2147976480.000000	
290	1	0	2402158	290	1	2	5855528	538510.170000	
290	1	0	2402158	290	1	2	5811969	2722327.700000	
290	1	0	2402158	290	1	2	5841173	1259181.020000	
346	1	0	2402165	346	1	2	5837162	9264035.340000	
346	1	0	2402165	346	1	2	5812052	186034214.980000	
660	1	0	2402179	660	1	2	5813826	2361904.860000	
660	1	0	2402179	660	1	2	5812477	2256176.700000	
660	1	0	2402179	660	1	2	5901597	1890141.350000	
342	1	0	2402190	341	1	2	5918330	9028805.450000	
342	1	0	2402190	341	1	2	5917270	6706802.050000	
215	1	0	2402201	597	1	2	5900571	14927748.900000	
215	1	0	2402201	215	1	2	5813026	31788223.820000	
215	1	0	2402201	215	1	2	5836055	13657151.390000	
660	1	0	2402202	660	1	2	5813009	5407390.590000	
660	1	0	2402202	660	1	2	5851403	5151022.600000	
210	1	0	2402203	210	1	2	5812949	11611232.670000	
210	1	0	2402203	210	1	2	5838728	660087.140000	
210	1	0	2402203	210	1	2	5915763	1020440.650000	
210	1	0	2402203	210	1	2	5915785	1171126.150000	
210	1	0	2402203	210	1	2	5922036	1511852.030000	
210	1	0	2402203	210	1	2	5922183	1234449.480000	
210	1	0	2402203	210	1	2	5933797	7160546.300000	
210	1	0	2402203	210	1	2	5911370	4358404.530000	
210	1	0	2402203	210	1	2	5831156	575480.720000	
210	1	0	2402203	210	1	2	5919188	711330.520000	
210	1	0	2402203	210	1	2	5920409	1433817.480000	
210	1	0	2402203	210	1	2	5917150	167982.900000	
210	1	0	2402203	596	1	2	5925633	726043.710000	
210	1	0	2402203	210	1	2	5813634	2629877.900000	
210	1	0	2402203	210	1	2	5855197	876793.450000	
210	1	0	2402203	210	1	2	5923428	1117225.200000	
334	1	0	2402207	334	1	2	5939321	81961059.950000	
334	1	0	2402207	334	1	2	5923060	31036285.250000	
334	1	0	2402207	334	1	2	5924299	26056481.300000	
334	1	0	2402207	334	1	2	5813024	26097479.490000	
334	1	0	2402207	334	1	2	5921583	42886560.350000	
255	1	0	2402209	259	1	2	5945972	39336467.650000	
343	1	0	2402233	597	1	2	5932832	298969747.430000	
343	1	0	2402233	597	1	2	5946950	50000000.000000	
346	1	0	2402234	346	1	2	5813645	2145922.510000	
345	1	0	2402239	345	1	2	5924661	3383041.700000	
345	1	0	2402239	345	1	2	5901819	12302533.200000	
943	1	3	2402241	405	1	3	5951457	347115000.000000	
943	1	3	2402241	405	1	3	5935820	97125000.000000	
280	1	0	2402251	252	1	2	5927651	13658082.000000	
334	1	0	2402252	334	1	2	5814085	1600000.000000	
215	1	0	2402254	215	1	2	5824094	2470699.090000	
297	1	0	2402258	297	1	2	5814223	12254812.500000	
302	1	0	2402261	302	1	2	5814260	1488085.740000	
297	1	0	2402264	297	1	2	5815063	39319664.000000	
297	1	0	2402264	297	1	2	5836266	18605610.850000	
297	1	0	2402264	297	1	2	5836276	7442240.500000	
297	1	0	2402264	297	1	2	5814610	12813777.000000	
297	1	0	2402264	297	1	2	5905060	29513536.600000	
297	1	0	2402264	259	1	2	5926110	42070338.150000	
297	1	0	2402264	297	1	2	5911496	12064425.500000	
346	1	0	2402270	259	1	2	5934295	28396410.320000	
346	1	0	2402270	346	1	2	5951443	7500000.000000	
346	1	0	2402270	346	1	2	5910973	38676676.200000	
290	1	0	2402272	290	1	2	5834699	2362357.470000	
290	1	0	2402272	290	1	2	5825669	1643873.820000	
290	1	0	2402272	290	1	2	5814630	287482.580000	
290	1	0	2402272	290	1	2	5815078	5731892.330000	
295	1	0	2402275	295	1	2	5919903	3874923.750000	
290	1	0	2402278	252	1	2	5938855	8313514.900000	
342	1	0	2402283	342	1	2	5870737	1315070.410000	
342	1	0	2402283	342	1	2	5814849	2357971.340000	
334	1	0	2402285	334	1	2	5814920	5200000.000000	
321	1	0	2402286	321	1	2	5933223	7292781.550000	
321	1	0	2402286	321	1	2	5909868	968324.950000	
321	1	0	2402286	321	1	2	5924079	5468635.300000	
321	1	0	2402286	321	1	2	5915044	2517717.500000	
321	1	0	2402286	321	1	2	5944464	9290066.400000	
321	1	0	2402290	596	1	2	5926019	2299142.830000	
290	1	0	2402300	290	1	2	5815126	6092597.310000	
290	1	0	2402300	290	1	2	5919603	10915611.850000	
250	1	0	2402302	250	1	2	5815322	1123511.700000	
250	1	0	2402302	259	1	2	5941107	11234315.050000	
250	1	0	2402302	250	1	2	5908641	278193.720000	
290	1	0	2402304	290	1	2	5907549	10070462.300000	
290	1	0	2402304	252	1	2	5931716	7534287.300000	
290	1	0	2402304	290	1	2	5922426	4579166.350000	
240	1	0	2402307	240	1	2	5815261	18958943.860000	
265	1	0	2402309	265	1	2	5858053	1657307.190000	
265	1	0	2402309	265	1	2	5815318	2149145.230000	
265	1	0	2402309	131	1	2	5921416	8184870.210000	
265	1	0	2402309	252	1	2	5935469	6091473.700000	
255	1	0	2402313	255	1	2	5826920	19126634.490000	
660	1	0	2402314	660	1	2	5815372	2550787.160000	
660	1	0	2402314	660	1	2	5830125	2525018.760000	
953	1	0	2402316	953	1	2	5815482	4203820.710000	
297	1	0	2402317	297	1	2	5822754	2430516.380000	
290	1	0	2402318	290	1	2	5816602	3104762.370000	
290	1	0	2402318	290	1	2	5815448	3482261.200000	
290	1	0	2402318	290	1	2	5848095	1110732.150000	
290	1	0	2402318	290	1	2	5863667	810540.600000	
290	1	0	2402318	290	1	2	5907808	3161088.250000	
660	1	0	2402319	660	1	2	5815436	9764315.250000	
250	1	0	2402322	250	1	2	5922912	488862.750000	
953	1	0	2402324	953	1	2	5912135	36367536.620000	
953	1	0	2402324	953	1	2	5815549	19153065.620000	
215	1	0	2402326	215	1	2	5815556	9640746.540000	
346	1	0	2402327	346	1	2	5815601	3170836.400000	
346	1	0	2402327	346	1	2	5818768	9618515.600000	
297	1	0	2402333	297	1	2	5815766	4282339.830000	
